breedtegraad,lengtegraad,Totale uitstoot
15,39,456.82
15,40,512.92
15,41,478.88
15,42,414.42
15,43,521.28
15,44,396.88
15,45,474.25
15,46,436.36
15,47,421.79
15,48,554.08
15,49,502.37
15,50,430.34000000000003
15,51,416.9
15,52,543.4000000000001
15,53,497.77
15,54,516.2
15,55,448.7
15,56,379.62
15,57,401.34000000000003
15,58,512.85
15,59,472.89
15,60,554.19
15,61,480.71
15,62,473.98
15,63,461.77
15,64,538.54
15,65,528.29
15,66,393.32000000000005
15,67,410.51
15,68,399.91
15,69,494.99
15,70,491.87
15,71,492.68999999999994
15,72,482.16
15,73,419.53
15,74,466.86
15,75,506.84999999999997
15,76,489.4
15,77,501.71000000000004
15,78,394.13
15,79,490.31
15,80,511.55
15,81,435.68
15,82,487.18999999999994
15,83,553.0699999999999
15,84,455.75
15,85,464.77
15,86,505.84000000000003
15,87,460.95
15,88,463.84000000000003
15,89,445.75
15,90,391.28
15,91,479.85
15,92,552.98
15,93,567.38
15,94,498.48
15,95,495.38
15,96,449.52
15,97,480.94
15,98,477.78
15,99,463.53999999999996
16,0,473.1
16,1,471.66999999999996
16,2,414.65
16,3,472.45000000000005
16,4,425.47
16,5,467.26
16,6,504.95000000000005
16,7,491.94
16,8,585.8799999999999
16,9,585.5999999999999
16,10,461.16
16,11,372.83000000000004
16,12,461.43000000000006
16,13,531.79
16,14,409.45
16,15,474.84999999999997
16,16,468.99
16,17,439.35
16,18,474.27
16,19,499.15
16,20,2048.88
16,21,2048.88
16,22,2048.88
16,23,2048.88
16,24,2048.88
16,25,451.6
16,26,497.06000000000006
16,27,429.05
16,28,351.44
16,29,482.11
16,30,492.09000000000003
16,31,542.67
16,32,457.36
16,33,408.7
16,34,444.19
16,35,470.12
16,36,492.68999999999994
16,37,351.06
16,38,462.9
16,39,395.08
16,40,429.05999999999995
16,41,444.70000000000005
16,42,492.34
16,43,459.40999999999997
16,44,585.02
16,45,420.46000000000004
16,46,406.09000000000003
16,47,461.35
16,48,405.27
16,49,474.61
16,50,422.0
16,51,509.96999999999997
16,52,507.7
16,53,511.40999999999997
16,54,539.39
16,55,541.38
16,56,438.0
16,57,514.63
16,58,530.9
16,59,533.53
16,60,508.96000000000004
16,61,477.21999999999997
16,62,497.36
16,63,480.63
16,64,425.03000000000003
16,65,505.93000000000006
16,66,445.06
16,67,398.18
16,68,463.40999999999997
16,69,453.13
16,70,370.33
16,71,414.64
16,72,576.57
16,73,562.02
16,74,417.58000000000004
16,75,378.37
16,76,486.29
16,77,536.97
16,78,369.57000000000005
16,79,498.4
16,80,405.45000000000005
16,81,561.31
16,82,470.34
16,83,552.72
16,84,564.04
16,85,438.66
16,86,484.7
16,87,493.64
16,88,462.5899999999999
16,89,527.11
16,90,512.63
16,91,456.57
16,92,526.64
16,93,425.38
16,94,527.31
16,95,505.5
16,96,366.01
16,97,393.87
16,98,490.83
16,99,566.47
17,0,555.66
17,1,578.45
17,2,476.22
17,3,404.79999999999995
17,4,455.37
17,5,433.23
17,6,510.93
17,7,508.93
17,8,423.05
17,9,522.77
17,10,474.62
17,11,452.54999999999995
17,12,558.09
17,13,461.48
17,14,547.97
17,15,559.97
17,16,464.34000000000003
17,17,483.52
17,18,548.69
17,19,412.6
17,20,426.36
17,21,389.09
17,22,480.58
17,23,450.74
17,24,490.77
17,25,532.27
17,26,510.87
17,27,437.58000000000004
17,28,414.27
17,29,475.03000000000003
17,30,455.80999999999995
17,31,548.3299999999999
17,32,474.39
17,33,507.34999999999997
17,34,497.21000000000004
17,35,512.09
17,36,506.83
17,37,553.85
17,38,428.43
17,39,498.45
17,40,493.77
17,41,531.92
17,42,492.9
17,43,567.28
17,44,500.72
17,45,453.48
17,46,547.27
17,47,506.12
17,48,520.21
17,49,558.02
17,50,432.85
17,51,425.95000000000005
17,52,471.74
17,53,501.84000000000003
17,54,529.4200000000001
17,55,479.86
17,56,519.73
17,57,487.38
17,58,459.7
17,59,523.1600000000001
17,60,551.77
17,61,497.37
17,62,527.3100000000001
17,63,583.03
17,64,420.06
17,65,478.48999999999995
17,66,506.63
17,67,411.42
17,68,511.07
17,69,459.25
17,70,424.95
17,71,576.75
17,72,435.49
17,73,478.58
17,74,450.82
17,75,518.46
17,76,493.07
17,77,442.71
17,78,499.06000000000006
17,79,527.03
17,80,411.73
17,81,492.24
17,82,467.62
17,83,467.62
17,84,542.08
17,85,473.59000000000003
17,86,520.14
17,87,460.59000000000003
17,88,519.03
17,89,422.44
17,90,384.43000000000006
17,91,441.56
17,92,438.51
17,93,353.78000000000003
17,94,486.08
17,95,462.0
17,96,349.39
17,97,497.42
17,98,467.64
17,99,540.52
18,0,507.4
18,1,424.15
18,2,510.75
18,3,454.4
18,4,507.80999999999995
18,5,539.15
18,6,531.44
18,7,537.22
18,8,499.86
18,9,408.84000000000003
18,10,538.53
18,11,478.53
18,12,445.12
18,13,561.09
18,14,498.04
18,15,408.56
18,16,394.01
18,17,612.03
18,18,507.7
18,19,574.25
18,20,528.0899999999999
18,21,425.82000000000005
18,22,471.53999999999996
18,23,523.03
18,24,452.08000000000004
18,25,611.5500000000001
18,26,521.4
18,27,441.14000000000004
18,28,539.54
18,29,427.48
18,30,436.49
18,31,542.29
18,32,410.7
18,33,524.5600000000001
18,34,511.16
18,35,465.37
18,36,558.1300000000001
18,37,432.31
18,38,412.6
18,39,412.72
18,40,459.25
18,41,566.2
18,42,419.74
18,43,458.88
18,44,401.43
18,45,534.65
18,46,423.21000000000004
18,47,555.42
18,48,508.49
18,49,565.32
18,50,425.54
18,51,501.88
18,52,484.80999999999995
18,53,511.77
18,54,501.06
18,55,508.22
18,56,442.3
18,57,549.05
18,58,463.4
18,59,379.98
18,60,491.26
18,61,513.75
18,62,498.57
18,63,452.6
18,64,455.54
18,65,510.47
18,66,441.04999999999995
18,67,487.62
18,68,543.8499999999999
18,69,598.4399999999999
18,70,529.03
18,71,363.14
18,72,498.78999999999996
18,73,438.83000000000004
18,74,509.76
18,75,441.33000000000004
18,76,461.71000000000004
18,77,554.76
18,78,439.93
18,79,463.03999999999996
18,80,485.65999999999997
18,81,529.16
18,82,470.31
18,83,453.0
18,84,463.68
18,85,450.87
18,86,370.44
18,87,472.17
18,88,529.42
18,89,534.95
18,90,487.4
18,91,474.57
18,92,540.24
18,93,472.89
18,94,415.93
18,95,505.46999999999997
18,96,496.71000000000004
18,97,499.1
18,98,382.93
18,99,533.5699999999999
19,0,431.77
19,1,502.51
19,2,566.66
19,3,493.53999999999996
19,4,448.44
19,5,523.74
19,6,427.22
19,7,447.14
19,8,441.76
19,9,513.19
19,10,553.85
19,11,540.39
19,12,501.22
19,13,416.40999999999997
19,14,562.27
19,15,457.92999999999995
19,16,548.3000000000001
19,17,516.62
19,18,481.55
19,19,428.81
19,20,496.64
19,21,560.5
19,22,507.21999999999997
19,23,521.38
19,24,355.97
19,25,403.82000000000005
19,26,494.9
19,27,547.22
19,28,565.7099999999999
19,29,486.67
19,30,528.8199999999999
19,31,371.67999999999995
19,32,543.52
19,33,463.63
19,34,598.06
19,35,429.02
19,36,535.94
19,37,427.20000000000005
19,38,427.57
19,39,522.1400000000001
19,40,516.54
19,41,432.28000000000003
19,42,492.80999999999995
19,43,506.43
19,44,501.41999999999996
19,45,495.52
19,46,503.55
19,47,399.24
19,48,407.96999999999997
19,49,484.20000000000005
19,50,485.06
19,51,432.12
19,52,478.01
19,53,413.26
19,54,528.8399999999999
19,55,486.52
19,56,531.83
19,57,438.78
19,58,532.23
19,59,405.83
19,60,428.57
19,61,483.71
19,62,509.7
19,63,434.15999999999997
19,64,512.76
19,65,513.73
19,66,431.40999999999997
19,67,371.46
19,68,530.51
19,69,546.33
19,70,481.08
19,71,405.33000000000004
19,72,407.69
19,73,397.26
19,74,502.73
19,75,465.38
19,76,517.5
19,77,561.99
19,78,532.73
19,79,536.01
19,80,475.71000000000004
19,81,523.12
19,82,544.0899999999999
19,83,440.96000000000004
19,84,491.75
19,85,526.9200000000001
19,86,481.91999999999996
19,87,528.11
19,88,499.26
19,89,432.84000000000003
19,90,501.78000000000003
19,91,456.59
19,92,480.35
19,93,485.27
19,94,516.11
19,95,401.31
19,96,512.61
19,97,453.9
19,98,479.33
19,99,562.04
20,0,531.19
20,1,530.93
20,2,527.53
20,3,533.59
20,4,363.75
20,5,481.76
20,6,399.75
20,7,425.27
20,8,435.49
20,9,543.83
20,10,594.34
20,11,454.51
20,12,509.72
20,13,464.53999999999996
20,14,428.53999999999996
20,15,426.45000000000005
20,16,380.79
20,17,414.45
20,18,550.58
20,19,498.32
20,20,579.8199999999999
20,21,514.3399999999999
20,22,413.71000000000004
20,23,440.53000000000003
20,24,446.79999999999995
20,25,415.23
20,26,459.94000000000005
20,27,482.23
20,28,589.1600000000001
20,29,431.64
20,30,533.63
20,31,486.92999999999995
20,32,382.99
20,33,476.78
20,34,484.02
20,35,490.64
20,36,486.47
20,37,445.90999999999997
20,38,472.77
20,39,482.56
20,40,351.03
20,41,409.36
20,42,423.67999999999995
20,43,399.94
20,44,473.59000000000003
20,45,481.83000000000004
20,46,480.70000000000005
20,47,575.22
20,48,366.73
20,49,363.83
20,50,477.14
20,51,511.17999999999995
20,52,490.97
20,53,453.71000000000004
20,54,477.52
20,55,527.88
20,56,437.53000000000003
20,57,583.03
20,58,473.53
20,59,420.71
20,60,457.94
20,61,387.19
20,62,476.96000000000004
20,63,547.03
20,64,493.32
20,65,510.98
20,66,513.18
20,67,484.0
20,68,452.69000000000005
20,69,445.09000000000003
20,70,561.86
20,71,470.13
20,72,514.85
20,73,504.27
20,74,584.62
20,75,519.1500000000001
20,76,392.09000000000003
20,77,484.37
20,78,446.78999999999996
20,79,423.33000000000004
20,80,561.57
20,81,487.48
20,82,409.68999999999994
20,83,483.22
20,84,498.22
20,85,546.58
20,86,438.96
20,87,396.07
20,88,424.28999999999996
20,89,473.58
20,90,403.07
20,91,415.72
20,92,489.89
20,93,430.77
20,94,493.08
20,95,482.15
20,96,447.17999999999995
20,97,441.34000000000003
20,98,507.42999999999995
20,99,510.98
21,0,463.53
21,1,387.99
21,2,559.27
21,3,439.74
21,4,416.87
21,5,490.48
21,6,586.89
21,7,453.21
21,8,451.38
21,9,516.02
21,10,460.88
21,11,482.01
21,12,430.78
21,13,514.05
21,14,516.83
21,15,478.77
21,16,483.75
21,17,474.72
21,18,455.6
21,19,503.78000000000003
21,20,430.93
21,21,477.61
21,22,537.03
21,23,416.49
21,24,599.88
21,25,430.95000000000005
21,26,470.53999999999996
21,27,486.31
21,28,558.27
21,29,568.8100000000001
21,30,441.61
21,31,434.35
21,32,462.09
21,33,516.65
21,34,554.7
21,35,535.62
21,36,554.16
21,37,549.39
21,38,444.07
21,39,434.73
21,40,528.5
21,41,408.46000000000004
21,42,528.62
21,43,497.96
21,44,500.40999999999997
21,45,470.99
21,46,402.39
21,47,412.87
21,48,460.65
21,49,426.42
21,50,380.31
21,51,441.71999999999997
21,52,408.56
21,53,460.45
21,54,423.07000000000005
21,55,457.89
21,56,567.54
21,57,422.73
21,58,541.48
21,59,569.31
21,60,453.46999999999997
21,61,471.49
21,62,400.78999999999996
21,63,571.76
21,64,490.15
21,65,460.15999999999997
21,66,449.54999999999995
21,67,385.32000000000005
21,68,382.35
21,69,416.43
21,70,584.3100000000001
21,71,476.93
21,72,585.2
21,73,539.96
21,74,523.39
21,75,573.63
21,76,559.51
21,77,489.82000000000005
21,78,545.11
21,79,550.59
21,80,407.36
21,81,558.1600000000001
21,82,469.64
21,83,574.19
21,84,551.92
21,85,420.65
21,86,514.91
21,87,491.9
21,88,407.98
21,89,410.5
21,90,583.61
21,91,431.73
21,92,420.86
21,93,410.5
21,94,459.65999999999997
21,95,435.8
21,96,465.07000000000005
21,97,610.76
21,98,395.45000000000005
21,99,471.34000000000003
22,0,407.51
22,1,530.64
22,2,506.58000000000004
22,3,484.1
22,4,444.39
22,5,455.28000000000003
22,6,430.41
22,7,370.19
22,8,393.91999999999996
22,9,393.87
22,10,483.82
22,11,370.8
22,12,565.98
22,13,404.90000000000003
22,14,479.8
22,15,478.91
22,16,490.85
22,17,576.37
22,18,451.65
22,19,386.79
22,20,467.69
22,21,413.57
22,22,425.07
22,23,517.1
22,24,475.24
22,25,564.84
22,26,382.46999999999997
22,27,438.27
22,28,455.65
22,29,485.92999999999995
22,30,533.1899999999999
22,31,432.41
22,32,442.78
22,33,464.7
22,34,510.32000000000005
22,35,551.34
22,36,478.53999999999996
22,37,486.71000000000004
22,38,500.09
22,39,505.35
22,40,471.3
22,41,530.49
22,42,399.05
22,43,388.35
22,44,453.63
22,45,549.48
22,46,489.89
22,47,429.6
22,48,448.61
22,49,406.65999999999997
22,50,504.35999999999996
22,51,455.72
22,52,528.85
22,53,454.28999999999996
22,54,403.46
22,55,544.65
22,56,350.25
22,57,457.11
22,58,455.35
22,59,501.21000000000004
22,60,377.81
22,61,546.64
22,62,358.68
22,63,480.74
22,64,495.38
22,65,441.38
22,66,559.77
22,67,572.77
22,68,525.99
22,69,511.78
22,70,495.78
22,71,568.67
22,72,549.4300000000001
22,73,464.79
22,74,529.5
22,75,527.85
22,76,508.43000000000006
22,77,440.23
22,78,594.71
22,79,522.75
22,80,443.27
22,81,443.82
22,82,518.01
22,83,410.25
22,84,527.56
22,85,565.1700000000001
22,86,479.74
22,87,560.1
22,88,504.34
22,89,406.12
22,90,460.03999999999996
22,91,532.1
22,92,390.92999999999995
22,93,513.5699999999999
22,94,561.8
22,95,391.88
22,96,438.88
22,97,498.88
22,98,398.84
22,99,436.81
23,0,440.36
23,1,424.58
23,2,375.9
23,3,417.62
23,4,530.73
23,5,490.21000000000004
23,6,412.79999999999995
23,7,522.67
23,8,479.93
23,9,422.51
23,10,404.94
23,11,506.94
23,12,473.95
23,13,583.1700000000001
23,14,428.48
23,15,472.16
23,16,558.37
23,17,572.3
23,18,433.55
23,19,396.27
23,20,536.96
23,21,529.0699999999999
23,22,507.72
23,23,514.84
23,24,552.85
23,25,540.96
23,26,404.70000000000005
23,27,498.76
23,28,392.14
23,29,396.48
23,30,451.91999999999996
23,31,530.0899999999999
23,32,453.1
23,33,379.40999999999997
23,34,477.55
23,35,535.72
23,36,497.58000000000004
23,37,474.06000000000006
23,38,544.91
23,39,454.90999999999997
23,40,447.69000000000005
23,41,487.12
23,42,424.47
23,43,495.66
23,44,365.83
23,45,396.55999999999995
23,46,596.98
23,47,433.44000000000005
23,48,518.37
23,49,517.54
23,50,450.76
23,51,393.85
23,52,523.9
23,53,396.89
23,54,455.19
23,55,476.15999999999997
23,56,478.53
23,57,527.85
23,58,455.19
23,59,445.5
23,60,505.59
23,61,518.15
23,62,482.54
23,63,451.23
23,64,551.94
23,65,431.02
23,66,502.44
23,67,424.53999999999996
23,68,401.75
23,69,430.59000000000003
23,70,543.47
23,71,531.37
23,72,510.12
23,73,449.91999999999996
23,74,480.38
23,75,483.11
23,76,430.81
23,77,487.77
23,78,523.68
23,79,375.52
23,80,509.99
23,81,518.49
23,82,586.9
23,83,511.11
23,84,345.0
23,85,495.69000000000005
23,86,542.65
23,87,467.17
23,88,506.81000000000006
23,89,470.95
23,90,492.21999999999997
23,91,521.75
23,92,468.4
23,93,521.0
23,94,421.57
23,95,385.52
23,96,421.92
23,97,439.59
23,98,536.6
23,99,544.27
24,0,438.26
24,1,435.69
24,2,508.5
24,3,487.15000000000003
24,4,450.52000000000004
24,5,524.72
24,6,520.39
24,7,501.24
24,8,511.05000000000007
24,9,505.20000000000005
24,10,478.08000000000004
24,11,479.85
24,12,553.4000000000001
24,13,438.2
24,14,527.2900000000001
24,15,404.4
24,16,450.37
24,17,466.95
24,18,473.85
24,19,553.14
24,20,556.96
24,21,513.02
24,22,429.57
24,23,419.73
24,24,509.45000000000005
24,25,474.02
24,26,527.96
24,27,539.44
24,28,457.83000000000004
24,29,488.01
24,30,455.11
24,31,558.18
24,32,562.4399999999999
24,33,369.84000000000003
24,34,454.95
24,35,531.49
24,36,504.73
24,37,527.41
24,38,400.48
24,39,550.0999999999999
24,40,385.74
24,41,482.87
24,42,566.99
24,43,521.08
24,44,441.05
24,45,419.9
24,46,542.48
24,47,566.4
24,48,462.65999999999997
24,49,574.4200000000001
24,50,494.84
24,51,526.43
24,52,475.96000000000004
24,53,487.54
24,54,355.32
24,55,547.63
24,56,552.27
24,57,376.07
24,58,400.89
24,59,553.58
24,60,464.65
24,61,474.86999999999995
24,62,487.02
24,63,479.03
24,64,478.65
24,65,462.28
24,66,493.23
24,67,527.56
24,68,473.13
24,69,487.04999999999995
24,70,538.75
24,71,467.8
24,72,409.92
24,73,480.45
24,74,428.11
24,75,459.65999999999997
24,76,424.51
24,77,586.88
24,78,549.13
24,79,512.26
24,80,444.11
24,81,433.54
24,82,411.68
24,83,443.83
24,84,465.82
24,85,485.37
24,86,525.52
24,87,441.96000000000004
24,88,540.79
24,89,564.99
24,90,539.05
24,91,509.73
24,92,507.72
24,93,521.98
24,94,491.08000000000004
24,95,484.59000000000003
24,96,517.05
24,97,562.65
24,98,436.47
24,99,496.99
25,0,468.90999999999997
25,1,502.44000000000005
25,2,516.8
25,3,510.16999999999996
25,4,481.3
25,5,524.52
25,6,439.28
25,7,514.3199999999999
25,8,479.08
25,9,509.64
25,10,586.1400000000001
25,11,445.28999999999996
25,12,477.1
25,13,508.20000000000005
25,14,520.25
25,15,582.19
25,16,417.96000000000004
25,17,450.26
25,18,456.13
25,19,404.40999999999997
25,20,566.38
25,21,566.22
25,22,458.72
25,23,387.92999999999995
25,24,489.92999999999995
25,25,448.03
25,26,534.23
25,27,490.96
25,28,435.82
25,29,477.65
25,30,524.71
25,31,516.81
25,32,580.0
25,33,394.99
25,34,394.76
25,35,525.82
25,36,409.86
25,37,420.21000000000004
25,38,415.72
25,39,487.40999999999997
25,40,501.65
25,41,539.06
25,42,538.71
25,43,453.52
25,44,417.15
25,45,510.29999999999995
25,46,600.6400000000001
25,47,494.82
25,48,565.0
25,49,360.53999999999996
25,50,486.55
25,51,587.74
25,52,557.11
25,53,464.65
25,54,409.71
25,55,493.79999999999995
25,56,370.35
25,57,482.04
25,58,430.43000000000006
25,59,569.26
25,60,495.64
25,61,520.4300000000001
25,62,528.52
25,63,526.31
25,64,547.58
25,65,413.03
25,66,437.98999999999995
25,67,490.15999999999997
25,68,531.3799999999999
25,69,404.54999999999995
25,70,389.86
25,71,520.75
25,72,437.94
25,73,510.52
25,74,466.03999999999996
25,75,475.43
25,76,408.47
25,77,581.76
25,78,533.06
25,79,476.53
25,80,526.6600000000001
25,81,517.82
25,82,436.1
25,83,477.03999999999996
25,84,513.62
25,85,551.22
25,86,471.08
25,87,499.96999999999997
25,88,483.85
25,89,498.13
25,90,504.82
25,91,483.99
25,92,493.98
25,93,533.13
25,94,395.25
25,95,488.18999999999994
25,96,491.52
25,97,508.43999999999994
25,98,399.07000000000005
25,99,564.04
26,0,445.25
26,1,564.23
26,2,451.1
26,3,515.71
26,4,422.40999999999997
26,5,492.4
26,6,572.6800000000001
26,7,533.25
26,8,503.66999999999996
26,9,2486.79
26,10,2486.79
26,11,2486.79
26,12,2486.79
26,13,2486.79
26,14,475.82
26,15,451.55
26,16,421.24
26,17,481.28999999999996
26,18,497.36
26,19,360.90999999999997
26,20,446.15
26,21,490.62
26,22,554.3
26,23,492.51
26,24,419.13
26,25,503.83
26,26,534.7
26,27,551.99
26,28,430.54999999999995
26,29,513.02
26,30,501.83
26,31,558.6800000000001
26,32,533.11
26,33,461.76
26,34,457.86
26,35,579.01
26,36,557.11
26,37,545.56
26,38,578.03
26,39,550.8199999999999
26,40,400.67
26,41,372.20000000000005
26,42,547.04
26,43,509.40999999999997
26,44,582.72
26,45,527.22
26,46,606.78
26,47,466.34000000000003
26,48,576.28
26,49,494.14
26,50,548.14
26,51,498.52
26,52,445.24
26,53,452.88
26,54,451.43999999999994
26,55,572.75
26,56,471.13
26,57,399.19
26,58,413.09000000000003
26,59,483.1
26,60,483.18
26,61,396.12
26,62,458.3
26,63,462.5
26,64,463.40999999999997
26,65,452.31
26,66,495.33000000000004
26,67,520.83
26,68,474.53
26,69,505.70000000000005
26,70,554.14
26,71,510.6
26,72,456.32
26,73,507.63
26,74,385.94000000000005
26,75,520.24
26,76,490.63
26,77,395.24
26,78,434.51
26,79,491.4
26,80,544.45
26,81,481.58000000000004
26,82,567.0699999999999
26,83,499.18
26,84,481.38
26,85,455.77
26,86,541.43
26,87,500.0
26,88,377.12
26,89,469.25
26,90,484.92999999999995
26,91,520.01
26,92,523.5
26,93,406.78999999999996
26,94,428.14
26,95,380.18
26,96,516.6700000000001
26,97,552.94
26,98,443.74
26,99,469.17999999999995
27,0,386.21
27,1,474.80000000000007
27,2,494.7900000000001
27,3,397.46999999999997
27,4,401.7
27,5,403.07
27,6,476.77
27,7,459.06
27,8,456.84
27,9,2486.79
27,10,4128.76
27,11,4128.76
27,12,4128.76
27,13,2486.79
27,14,567.5
27,15,548.23
27,16,506.45000000000005
27,17,494.38
27,18,477.97
27,19,469.02
27,20,501.61
27,21,535.32
27,22,370.73
27,23,546.34
27,24,613.19
27,25,546.91
27,26,580.03
27,27,440.64
27,28,561.16
27,29,451.49
27,30,390.69
27,31,479.58
27,32,511.11
27,33,609.6800000000001
27,34,430.79999999999995
27,35,469.98
27,36,470.53
27,37,564.98
27,38,450.0
27,39,442.6
27,40,501.88
27,41,456.07
27,42,455.21
27,43,537.87
27,44,564.68
27,45,487.64
27,46,425.78999999999996
27,47,473.95
27,48,461.45
27,49,417.78999999999996
27,50,360.77
27,51,486.58000000000004
27,52,414.26
27,53,365.79
27,54,554.01
27,55,462.26000000000005
27,56,461.22
27,57,487.2199999999999
27,58,592.14
27,59,567.3900000000001
27,60,414.53999999999996
27,61,482.59000000000003
27,62,415.83000000000004
27,63,579.6800000000001
27,64,551.24
27,65,505.4
27,66,512.98
27,67,533.3
27,68,527.7
27,69,379.69
27,70,531.5999999999999
27,71,549.69
27,72,541.4699999999999
27,73,458.19
27,74,452.95000000000005
27,75,416.08000000000004
27,76,410.0
27,77,457.45
27,78,504.49
27,79,464.83
27,80,599.9300000000001
27,81,511.03
27,82,611.98
27,83,413.89
27,84,465.14
27,85,415.62
27,86,568.26
27,87,513.69
27,88,503.76
27,89,428.24
27,90,495.96000000000004
27,91,465.63
27,92,493.59000000000003
27,93,445.25
27,94,508.09000000000003
27,95,524.6300000000001
27,96,482.23999999999995
27,97,429.16
27,98,529.3399999999999
27,99,432.78
28,0,414.63
28,1,399.22
28,2,480.54
28,3,469.98
28,4,403.31
28,5,492.78
28,6,524.77
28,7,474.93999999999994
28,8,492.15999999999997
28,9,2486.79
28,10,4128.76
28,11,8285.51
28,12,4128.76
28,13,2486.79
28,14,435.72
28,15,547.43
28,16,451.85
28,17,426.97
28,18,449.17999999999995
28,19,480.24
28,20,535.22
28,21,513.66
28,22,513.58
28,23,459.38
28,24,420.45
28,25,514.6999999999999
28,26,417.81
28,27,469.65999999999997
28,28,484.43
28,29,429.68
28,30,452.19
28,31,354.9
28,32,490.92
28,33,440.51
28,34,480.44000000000005
28,35,409.12
28,36,580.8
28,37,450.66999999999996
28,38,492.75
28,39,541.03
28,40,400.16999999999996
28,41,465.88
28,42,485.03
28,43,524.85
28,44,455.26
28,45,525.29
28,46,500.1
28,47,538.1700000000001
28,48,448.81000000000006
28,49,497.69
28,50,372.43
28,51,414.13
28,52,467.12
28,53,534.97
28,54,478.56
28,55,507.1
28,56,359.06
28,57,444.96
28,58,475.5
28,59,516.9100000000001
28,60,360.28999999999996
28,61,462.94000000000005
28,62,417.79999999999995
28,63,391.84000000000003
28,64,456.81999999999994
28,65,435.51
28,66,460.38
28,67,530.88
28,68,418.94
28,69,429.41
28,70,354.51
28,71,402.98
28,72,545.53
28,73,393.38
28,74,542.13
28,75,484.08000000000004
28,76,521.16
28,77,484.87
28,78,545.19
28,79,452.81
28,80,453.20000000000005
28,81,462.90999999999997
28,82,482.57000000000005
28,83,443.89
28,84,396.35
28,85,517.08
28,86,447.78
28,87,503.14
28,88,548.19
28,89,521.83
28,90,556.52
28,91,410.59000000000003
28,92,371.45000000000005
28,93,550.04
28,94,523.06
28,95,492.37
28,96,471.94000000000005
28,97,557.23
28,98,405.96999999999997
28,99,542.11
29,0,404.71
29,1,548.61
29,2,466.52
29,3,465.79
29,4,520.74
29,5,485.59
29,6,430.31
29,7,383.45
29,8,466.15999999999997
29,9,2486.79
29,10,4128.76
29,11,4128.76
29,12,4128.76
29,13,2486.79
29,14,458.98
29,15,563.9699999999999
29,16,467.5400000000001
29,17,514.0799999999999
29,18,523.72
29,19,478.55
29,20,470.03999999999996
29,21,453.22
29,22,428.11
29,23,491.6
29,24,534.1
29,25,448.16999999999996
29,26,474.85999999999996
29,27,424.08000000000004
29,28,559.98
29,29,447.98
29,30,438.3
29,31,477.03000000000003
29,32,538.29
29,33,548.7800000000001
29,34,443.09
29,35,473.81
29,36,495.37
29,37,504.57
29,38,514.05
29,39,464.40999999999997
29,40,498.47
29,41,431.37
29,42,479.03
29,43,415.65
29,44,512.69
29,45,422.24
29,46,475.16
29,47,432.67
29,48,444.86
29,49,555.79
29,50,422.59000000000003
29,51,424.97
29,52,503.77
29,53,584.46
29,54,463.46000000000004
29,55,447.03
29,56,524.63
29,57,562.17
29,58,531.91
29,59,518.75
29,60,494.13
29,61,436.58000000000004
29,62,476.78999999999996
29,63,555.61
29,64,478.58
29,65,523.62
29,66,520.47
29,67,500.0300000000001
29,68,485.16
29,69,470.72
29,70,485.23
29,71,472.29
29,72,431.49
29,73,481.18
29,74,419.25
29,75,479.93
29,76,486.99
29,77,612.13
29,78,446.77
29,79,509.34000000000003
29,80,474.39
29,81,568.94
29,82,441.57
29,83,407.90999999999997
29,84,519.07
29,85,394.64
29,86,444.95000000000005
29,87,497.32
29,88,553.8199999999999
29,89,487.66
29,90,470.9
29,91,451.71000000000004
29,92,505.14
29,93,446.75
29,94,546.23
29,95,535.2
29,96,431.31
29,97,571.12
29,98,479.24
29,99,467.62
30,0,520.8399999999999
30,1,555.48
30,2,522.9200000000001
30,3,547.9399999999999
30,4,443.29999999999995
30,5,534.5699999999999
30,6,478.57
30,7,432.12
30,8,482.39
30,9,2486.79
30,10,2486.79
30,11,2486.79
30,12,2486.79
30,13,2486.79
30,14,434.47
30,15,601.14
30,16,531.75
30,17,414.07000000000005
30,18,400.99
30,19,481.87
30,20,379.38
30,21,414.79
30,22,521.28
30,23,559.95
30,24,431.97
30,25,481.96000000000004
30,26,417.63
30,27,450.33
30,28,506.68000000000006
30,29,456.07
30,30,501.98
30,31,539.8299999999999
30,32,499.65999999999997
30,33,499.09000000000003
30,34,478.45000000000005
30,35,550.79
30,36,470.29
30,37,453.85
30,38,360.39
30,39,417.69000000000005
30,40,459.33
30,41,506.45
30,42,592.74
30,43,517.7199999999999
30,44,381.74
30,45,468.19
30,46,501.54999999999995
30,47,402.51
30,48,532.9
30,49,374.87
30,50,560.23
30,51,558.44
30,52,408.24
30,53,469.85
30,54,555.1800000000001
30,55,434.36
30,56,464.89
30,57,440.5
30,58,562.61
30,59,439.44
30,60,551.0
30,61,492.44
30,62,485.96000000000004
30,63,572.5
30,64,530.0799999999999
30,65,504.85
30,66,431.43
30,67,529.59
30,68,569.06
30,69,468.89000000000004
30,70,482.12
30,71,444.31999999999994
30,72,490.65999999999997
30,73,448.31
30,74,508.90999999999997
30,75,518.73
30,76,519.8
30,77,509.35
30,78,530.73
30,79,496.12
30,80,481.22
30,81,510.73
30,82,469.42
30,83,424.65999999999997
30,84,417.0
30,85,421.91
30,86,499.02
30,87,482.96000000000004
30,88,446.78000000000003
30,89,367.44
30,90,464.84000000000003
30,91,357.39
30,92,539.8
30,93,465.59000000000003
